SourceID,TargetID,RelationshipType,TransactionAmount,TransactionDate,TransactionDescription,SourceName,SourceType,SourceSector,SourceOrganization
628,258,Embezzlement,,8/28/2019,Nepotism in Government sector,Person 628,Clerk,Construction,Organization 501
3626,3702,Embezzlement,53879,6/16/2020,Embezzlement in Construction sector,Person 3626,Official,Government,Organization 741
3204,1431,Embezzlement,,8/5/2015,Nepotism in Finance sector,Person 3204,CEO,Government,Organization 73
722,901,Fraud,14487,1/19/2016,Fraud in Finance sector,Person 722,Manager,Government,Organization 308
374,1480,Embezzlement,,4/11/2017,Embezzlement in Construction sector,Person 374,Manager,Healthcare,Organization 728
3455,2569,Bribery,,7/16/2019,Bribery in Government sector,Person 3455,Official,Construction,Organization 538
2695,1960,Fraud,,1/6/2013,Bribery in Healthcare sector,Person 2695,Official,Construction,Organization 360
3422,660,Nepotism,,10/16/2018,Nepotism in Government sector,Person 3422,Clerk,Finance,Organization 786
30,2855,Nepotism,,1/14/2019,Embezzlement in Finance sector,Person 30,Official,Finance,Organization 926
3770,2245,Embezzlement,34709,1/18/2019,Fraud in Healthcare sector,Person 3770,Clerk,Healthcare,Organization 402
863,4220,Nepotism,,1/3/2017,Nepotism in Construction sector,Person 863,CEO,Finance,Organization 984
1916,1739,Nepotism,,3/24/2017,Nepotism in Finance sector,Person 1916,CEO,Government,Organization 967
1653,4586,Embezzlement,,7/12/2020,Embezzlement in Construction sector,Person 1653,Clerk,Finance,Organization 957
2451,907,Bribery,57832,6/4/2011,Nepotism in Construction sector,Person 2451,CEO,Construction,Organization 561
3716,3332,Nepotism,,6/4/2018,Bribery in Finance sector,Person 3716,Clerk,Finance,Organization 447
4719,2868,Embezzlement,,5/21/2011,Bribery in Healthcare sector,Person 4719,Official,Finance,Organization 228
3777,2069,Fraud,,3/6/2012,Embezzlement in Construction sector,Person 3777,Manager,Government,Organization 970
4300,3648,Bribery,,11/28/2018,Nepotism in Finance sector,Person 4300,CEO,Construction,Organization 581
4643,4269,Bribery,,7/24/2013,Nepotism in Government sector,Person 4643,Clerk,Finance,Organization 888
2876,2657,Nepotism,,11/22/2015,Bribery in Government sector,Person 2876,Clerk,Finance,Organization 449
2296,2855,Fraud,10663,9/24/2012,Bribery in Finance sector,Person 2296,CEO,Finance,Organization 359
2966,313,Fraud,,1/9/2020,Embezzlement in Healthcare sector,Person 2966,Official,Finance,Organization 875
183,2219,Fraud,15808,12/17/2010,Nepotism in Finance sector,Person 183,Manager,Finance,Organization 991
1892,4213,Embezzlement,,11/1/2018,Fraud in Finance sector,Person 1892,CEO,Finance,Organization 609
1010,4144,Bribery,,5/28/2011,Fraud in Finance sector,Person 1010,Manager,Finance,Organization 395
239,2933,Bribery,61588,10/15/2019,Embezzlement in Healthcare sector,Person 239,Official,Construction,Organization 572
2378,4416,Embezzlement,32201,10/24/2017,Embezzlement in Government sector,Person 2378,Official,Finance,Organization 497
3727,3763,Fraud,,5/26/2018,Embezzlement in Government sector,Person 3727,Manager,Finance,Organization 575
4927,2389,Nepotism,,11/1/2016,Bribery in Construction sector,Person 4927,Manager,Finance,Organization 799
1213,1748,Bribery,6184,3/22/2012,Bribery in Healthcare sector,Person 1213,CEO,Healthcare,Organization 201
270,4502,Bribery,,6/15/2016,Nepotism in Finance sector,Person 270,Clerk,Construction,Organization 238
2245,3766,Embezzlement,74053,4/23/2014,Embezzlement in Government sector,Person 2245,Manager,Finance,Organization 614
1603,279,Embezzlement,56125,4/21/2011,Embezzlement in Construction sector,Person 1603,CEO,Government,Organization 360
460,2744,Embezzlement,60584,9/25/2014,Fraud in Government sector,Person 460,CEO,Government,Organization 727
209,1833,Fraud,28431,3/3/2013,Embezzlement in Healthcare sector,Person 209,CEO,Healthcare,Organization 834
3962,4109,Embezzlement,,3/27/2011,Fraud in Government sector,Person 3962,Clerk,Finance,Organization 728
846,590,Fraud,20466,4/7/2015,Embezzlement in Government sector,Person 846,Clerk,Finance,Organization 761
2348,4658,Nepotism,,11/14/2014,Nepotism in Healthcare sector,Person 2348,CEO,Government,Organization 622
2869,434,Embezzlement,24589,11/10/2019,Nepotism in Construction sector,Person 2869,Official,Government,Organization 566
4980,592,Fraud,76963,6/24/2012,Nepotism in Government sector,Person 4980,Official,Construction,Organization 339
4131,4968,Fraud,23248,12/8/2016,Nepotism in Finance sector,Person 4131,Manager,Government,Organization 419
2562,3176,Embezzlement,,10/5/2020,Nepotism in Finance sector,Person 2562,Official,Construction,Organization 972
1939,1231,Bribery,4378,4/9/2020,Bribery in Finance sector,Person 1939,Manager,Healthcare,Organization 502
405,1646,Nepotism,,4/13/2015,Embezzlement in Healthcare sector,Person 405,Official,Government,Organization 999
430,438,Nepotism,28171,1/28/2013,Bribery in Healthcare sector,Person 430,Clerk,Finance,Organization 733
3893,2518,Fraud,,7/10/2014,Bribery in Government sector,Person 3893,Manager,Government,Organization 27
2927,1715,Embezzlement,49560,12/22/2018,Fraud in Government sector,Person 2927,Official,Finance,Organization 244
1030,4906,Bribery,,7/15/2018,Bribery in Healthcare sector,Person 1030,Clerk,Healthcare,Organization 529
2761,4662,Nepotism,,7/4/2020,Bribery in Healthcare sector,Person 2761,Clerk,Finance,Organization 584
376,2175,Nepotism,81853,1/25/2018,Embezzlement in Construction sector,Person 376,Manager,Government,Organization 348
4200,114,Nepotism,15443,2/9/2019,Fraud in Government sector,Person 4200,CEO,Healthcare,Organization 537
1745,880,Embezzlement,,12/17/2012,Embezzlement in Healthcare sector,Person 1745,Official,Finance,Organization 353
394,2360,Fraud,,2/17/2017,Fraud in Government sector,Person 394,Manager,Government,Organization 920
2434,632,Embezzlement,84117,10/24/2013,Bribery in Construction sector,Person 2434,Manager,Healthcare,Organization 522
4553,2884,Embezzlement,69018,8/7/2010,Embezzlement in Construction sector,Person 4553,Official,Construction,Organization 796
1728,4588,Nepotism,17547,7/5/2013,Nepotism in Construction sector,Person 1728,Manager,Finance,Organization 240
1585,4542,Bribery,,2/10/2013,Bribery in Finance sector,Person 1585,Manager,Finance,Organization 749
3523,830,Bribery,4027,6/10/2013,Fraud in Government sector,Person 3523,CEO,Healthcare,Organization 837
4948,4508,Fraud,,10/13/2012,Bribery in Construction sector,Person 4948,Official,Finance,Organization 115
1263,403,Embezzlement,23895,4/11/2012,Fraud in Healthcare sector,Person 1263,Clerk,Healthcare,Organization 870
2958,1767,Bribery,,2/22/2013,Fraud in Healthcare sector,Person 2958,Clerk,Construction,Organization 8
3017,1211,Embezzlement,19804,11/17/2017,Bribery in Construction sector,Person 3017,Manager,Healthcare,Organization 533
3616,3200,Bribery,,1/6/2012,Embezzlement in Finance sector,Person 3616,Official,Construction,Organization 81
3212,4253,Nepotism,3553,1/14/2016,Fraud in Construction sector,Person 3212,CEO,Finance,Organization 857
4595,2496,Fraud,,6/4/2018,Fraud in Construction sector,Person 4595,Official,Finance,Organization 420
2949,71,Bribery,19115,12/7/2011,Bribery in Finance sector,Person 2949,Manager,Construction,Organization 327
2574,215,Fraud,,10/24/2010,Embezzlement in Healthcare sector,Person 2574,Clerk,Healthcare,Organization 496
4515,3570,Fraud,59832,10/17/2012,Embezzlement in Healthcare sector,Person 4515,CEO,Healthcare,Organization 170
1402,4954,Embezzlement,,2/9/2020,Fraud in Finance sector,Person 1402,Official,Healthcare,Organization 206
4158,1198,Nepotism,96894,8/6/2014,Nepotism in Construction sector,Person 4158,Official,Finance,Organization 842
2360,465,Fraud,,8/6/2016,Nepotism in Government sector,Person 2360,Manager,Construction,Organization 368
2736,2840,Nepotism,39504,7/2/2019,Embezzlement in Healthcare sector,Person 2736,Manager,Finance,Organization 815
271,2701,Embezzlement,63390,11/7/2012,Bribery in Government sector,Person 271,Manager,Healthcare,Organization 702
4625,576,Nepotism,89733,4/24/2018,Bribery in Finance sector,Person 4625,Manager,Government,Organization 251
4960,1059,Embezzlement,,7/1/2012,Nepotism in Government sector,Person 4960,CEO,Healthcare,Organization 168
4477,3317,Embezzlement,,8/27/2011,Fraud in Finance sector,Person 4477,Official,Finance,Organization 963
306,4728,Fraud,37113,5/16/2012,Embezzlement in Government sector,Person 306,CEO,Construction,Organization 686
1639,1361,Embezzlement,,10/16/2020,Fraud in Construction sector,Person 1639,Manager,Finance,Organization 698
2046,2728,Embezzlement,61708,4/4/2013,Fraud in Government sector,Person 2046,Clerk,Government,Organization 235
1823,2122,Nepotism,,5/15/2020,Embezzlement in Healthcare sector,Person 1823,Official,Construction,Organization 422
62,697,Bribery,22917,7/10/2019,Fraud in Construction sector,Person 62,CEO,Government,Organization 950
1676,1710,Embezzlement,,8/15/2014,Bribery in Construction sector,Person 1676,Official,Construction,Organization 953
960,4419,Nepotism,63657,3/15/2010,Fraud in Government sector,Person 960,Official,Finance,Organization 873
3553,1260,Embezzlement,21774,8/5/2012,Bribery in Healthcare sector,Person 3553,Clerk,Healthcare,Organization 766
1640,1612,Embezzlement,48291,9/7/2019,Embezzlement in Healthcare sector,Person 1640,CEO,Government,Organization 137
4653,871,Fraud,,7/28/2016,Bribery in Construction sector,Person 4653,Clerk,Government,Organization 610
1644,2968,Embezzlement,,11/19/2017,Bribery in Government sector,Person 1644,Clerk,Finance,Organization 251
2239,2463,Embezzlement,,1/18/2013,Nepotism in Government sector,Person 2239,Clerk,Government,Organization 651
1075,4346,Embezzlement,48219,5/20/2017,Bribery in Healthcare sector,Person 1075,Clerk,Healthcare,Organization 169
4904,1970,Embezzlement,86440,5/14/2017,Embezzlement in Finance sector,Person 4904,CEO,Finance,Organization 596
1022,1331,Bribery,,5/26/2013,Bribery in Healthcare sector,Person 1022,Manager,Finance,Organization 472
1427,2858,Embezzlement,,1/15/2013,Bribery in Healthcare sector,Person 1427,Clerk,Healthcare,Organization 363
1089,1388,Nepotism,,8/23/2017,Bribery in Government sector,Person 1089,Official,Construction,Organization 868
1067,4705,Nepotism,65711,5/5/2015,Embezzlement in Construction sector,Person 1067,Clerk,Finance,Organization 290
453,3479,Bribery,,12/23/2014,Embezzlement in Healthcare sector,Person 453,Official,Construction,Organization 112
347,2958,Nepotism,25973,3/15/2015,Nepotism in Government sector,Person 347,CEO,Finance,Organization 990
662,4876,Bribery,,8/2/2012,Fraud in Finance sector,Person 662,Manager,Finance,Organization 450
3964,1201,Bribery,25088,3/8/2016,Nepotism in Healthcare sector,Person 3964,Clerk,Construction,Organization 365
2514,1987,Embezzlement,,11/6/2011,Nepotism in Government sector,Person 2514,CEO,Construction,Organization 963
2827,3045,Nepotism,,7/25/2015,Bribery in Healthcare sector,Person 2827,Official,Construction,Organization 538
4364,567,Nepotism,45614,9/23/2018,Bribery in Healthcare sector,Person 4364,Manager,Construction,Organization 596
2725,1734,Nepotism,,6/7/2013,Embezzlement in Finance sector,Person 2725,Clerk,Government,Organization 500
2545,4484,Embezzlement,87051,12/14/2018,Fraud in Construction sector,Person 2545,Manager,Healthcare,Organization 926
3848,435,Embezzlement,,6/15/2014,Nepotism in Construction sector,Person 3848,Manager,Healthcare,Organization 862
2795,4193,Bribery,,8/3/2015,Bribery in Finance sector,Person 2795,Official,Finance,Organization 993
25,1863,Bribery,67929,4/17/2012,Nepotism in Finance sector,Person 25,Clerk,Healthcare,Organization 620
3332,4357,Bribery,,4/7/2014,Fraud in Government sector,Person 3332,CEO,Finance,Organization 543
2805,2151,Embezzlement,24031,3/6/2014,Fraud in Government sector,Person 2805,CEO,Government,Organization 37
2536,2925,Bribery,,8/21/2019,Embezzlement in Government sector,Person 2536,Clerk,Healthcare,Organization 279
4022,3252,Nepotism,,10/10/2013,Nepotism in Construction sector,Person 4022,Manager,Government,Organization 958
485,4490,Fraud,72398,7/27/2011,Nepotism in Government sector,Person 485,CEO,Healthcare,Organization 990
854,4423,Embezzlement,,5/5/2012,Fraud in Healthcare sector,Person 854,Official,Healthcare,Organization 925
3289,3440,Fraud,5087,6/27/2019,Bribery in Healthcare sector,Person 3289,Manager,Government,Organization 559
4727,2739,Bribery,,5/2/2016,Bribery in Government sector,Person 4727,Manager,Government,Organization 102
1816,2382,Nepotism,,3/12/2017,Fraud in Finance sector,Person 1816,Official,Finance,Organization 301
4680,571,Nepotism,,10/10/2010,Bribery in Healthcare sector,Person 4680,Manager,Healthcare,Organization 640
3421,4410,Embezzlement,,12/1/2012,Fraud in Healthcare sector,Person 3421,Official,Healthcare,Organization 857
1430,2721,Bribery,,1/14/2020,Nepotism in Healthcare sector,Person 1430,Official,Healthcare,Organization 915
2144,4883,Embezzlement,61601,8/26/2016,Embezzlement in Government sector,Person 2144,CEO,Healthcare,Organization 650
2183,2986,Nepotism,39445,3/18/2011,Embezzlement in Healthcare sector,Person 2183,Clerk,Government,Organization 360
2254,1274,Embezzlement,,12/11/2011,Fraud in Finance sector,Person 2254,Clerk,Healthcare,Organization 350
509,593,Bribery,43946,11/17/2012,Embezzlement in Finance sector,Person 509,CEO,Healthcare,Organization 566
4284,4672,Fraud,,1/13/2010,Fraud in Finance sector,Person 4284,CEO,Finance,Organization 958
2375,3734,Bribery,28260,7/4/2015,Nepotism in Construction sector,Person 2375,Manager,Construction,Organization 251
4127,3988,Embezzlement,,12/8/2016,Fraud in Construction sector,Person 4127,Official,Finance,Organization 559
2254,3565,Bribery,,12/10/2015,Embezzlement in Construction sector,Person 2254,Clerk,Healthcare,Organization 350
4726,1306,Fraud,,12/6/2012,Fraud in Government sector,Person 4726,Manager,Healthcare,Organization 471
3916,3799,Nepotism,,4/1/2011,Bribery in Finance sector,Person 3916,Clerk,Healthcare,Organization 510
1544,3086,Bribery,24658,8/17/2020,Bribery in Finance sector,Person 1544,Official,Construction,Organization 386
4418,2863,Embezzlement,,12/8/2017,Fraud in Healthcare sector,Person 4418,Official,Construction,Organization 870
19,3976,Fraud,,4/6/2014,Fraud in Government sector,Person 19,Manager,Finance,Organization 103
1580,3591,Nepotism,39190,3/10/2011,Embezzlement in Government sector,Person 1580,CEO,Healthcare,Organization 714
3125,1466,Fraud,,4/17/2012,Fraud in Healthcare sector,Person 3125,CEO,Government,Organization 100
2626,2658,Fraud,18905,4/2/2011,Fraud in Healthcare sector,Person 2626,CEO,Healthcare,Organization 178
389,1115,Nepotism,,2/8/2019,Fraud in Construction sector,Person 389,Clerk,Healthcare,Organization 937
4621,3949,Bribery,,12/5/2017,Bribery in Construction sector,Person 4621,Clerk,Finance,Organization 330
3504,160,Bribery,,4/27/2018,Bribery in Construction sector,Person 3504,Manager,Healthcare,Organization 898
245,2909,Fraud,,5/2/2017,Embezzlement in Healthcare sector,Person 245,CEO,Government,Organization 513
4166,3350,Nepotism,,1/11/2020,Bribery in Construction sector,Person 4166,Manager,Finance,Organization 650
3475,4525,Embezzlement,35772,6/24/2015,Embezzlement in Construction sector,Person 3475,Manager,Construction,Organization 14
4512,4101,Embezzlement,31411,6/4/2012,Bribery in Finance sector,Person 4512,Official,Government,Organization 302
2282,4374,Embezzlement,91092,8/16/2012,Nepotism in Healthcare sector,Person 2282,Clerk,Construction,Organization 901
3982,4197,Fraud,83018,10/11/2012,Nepotism in Healthcare sector,Person 3982,Clerk,Finance,Organization 627
987,338,Bribery,19325,7/21/2015,Embezzlement in Government sector,Person 987,Manager,Healthcare,Organization 746
3801,660,Nepotism,,8/4/2010,Fraud in Finance sector,Person 3801,Official,Government,Organization 870
1822,3163,Nepotism,,3/20/2016,Bribery in Finance sector,Person 1822,CEO,Construction,Organization 73
3539,4528,Bribery,2310,12/16/2017,Nepotism in Government sector,Person 3539,Manager,Government,Organization 903
4380,674,Bribery,,1/22/2013,Nepotism in Government sector,Person 4380,CEO,Government,Organization 563
